Date,State,Confirmed,Deaths,Recovered,New Cases,Updated On,Total Doses Administered,Sessions, Sites ,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Transgender (Doses Administered), Covaxin (Doses Administered),CoviShield (Doses Administered),Total Individuals Vaccinated
2021-04-16,Lakshadweep,901,1,754.0,56.0,2021-04-16,16446.0,1200.0,12.0,13529.0,2917.0,8065.0,5460.0,4.0,0.0,16446.0,13529.0
2021-04-17,Lakshadweep,945,1,765.0,44.0,2021-04-17,17145.0,1400.0,14.0,14161.0,2984.0,8378.0,5780.0,3.0,0.0,17145.0,14161.0
2021-04-18,Lakshadweep,945,1,765.0,0.0,2021-04-18,18013.0,1000.0,10.0,14933.0,3080.0,8717.0,6213.0,3.0,0.0,18013.0,14933.0
2021-04-19,Lakshadweep,1051,1,770.0,106.0,2021-04-19,18439.0,1000.0,10.0,15300.0,3139.0,8926.0,6371.0,3.0,0.0,18439.0,15300.0
2021-04-20,Lakshadweep,1165,1,774.0,114.0,2021-04-20,18894.0,1000.0,10.0,15609.0,3285.0,9090.0,6516.0,3.0,0.0,18894.0,15609.0
2021-04-21,Lakshadweep,1335,1,817.0,170.0,2021-04-21,19750.0,1100.0,11.0,16225.0,3525.0,9395.0,6827.0,3.0,0.0,19750.0,16225.0
2021-04-22,Lakshadweep,1335,1,833.0,0.0,2021-04-22,20140.0,1100.0,11.0,16523.0,3617.0,9541.0,6979.0,3.0,0.0,20140.0,16523.0
2021-04-23,Lakshadweep,1671,1,867.0,336.0,2021-04-23,20544.0,1000.0,10.0,16836.0,3708.0,9689.0,7144.0,3.0,0.0,20544.0,16836.0
2021-04-24,Lakshadweep,1805,1,884.0,134.0,2021-04-24,21022.0,1100.0,11.0,17253.0,3769.0,9874.0,7376.0,3.0,0.0,21022.0,17253.0
2021-04-25,Lakshadweep,1962,1,917.0,157.0,2021-04-25,21363.0,1300.0,12.0,17538.0,3825.0,10016.0,7519.0,3.0,0.0,21363.0,17538.0
2021-04-26,Lakshadweep,2126,1,947.0,164.0,2021-04-26,21732.0,1000.0,10.0,17843.0,3889.0,10162.0,7678.0,3.0,0.0,21732.0,17843.0
2021-04-27,Lakshadweep,2126,1,947.0,0.0,2021-04-27,21928.0,1200.0,12.0,17998.0,3930.0,10217.0,7779.0,2.0,0.0,21928.0,17998.0
2021-04-28,Lakshadweep,2247,1,1067.0,121.0,2021-04-28,22090.0,1600.0,15.0,18120.0,3970.0,10269.0,7849.0,2.0,0.0,22090.0,18120.0
2021-04-29,Lakshadweep,2401,1,1198.0,154.0,2021-04-29,22410.0,1200.0,11.0,18386.0,4024.0,10394.0,7990.0,2.0,0.0,22410.0,18386.0
2021-04-30,Lakshadweep,2662,4,1382.0,261.0,2021-04-30,23024.0,1300.0,12.0,18888.0,4136.0,10639.0,8247.0,2.0,0.0,23024.0,18888.0
2021-05-01,Lakshadweep,2767,4,1439.0,105.0,2021-05-01,23444.0,2500.0,14.0,19170.0,4274.0,10763.0,8405.0,2.0,0.0,23444.0,19170.0
2021-05-02,Lakshadweep,2923,4,1481.0,156.0,2021-05-02,23634.0,2000.0,15.0,19319.0,4315.0,10829.0,8488.0,2.0,0.0,23634.0,19319.0
2021-05-03,Lakshadweep,2923,4,1481.0,0.0,2021-05-03,23908.0,2200.0,12.0,19460.0,4448.0,10891.0,8567.0,2.0,0.0,23908.0,19460.0
2021-05-04,Lakshadweep,3080,6,1868.0,157.0,2021-05-04,24226.0,1900.0,14.0,19666.0,4560.0,10988.0,8676.0,2.0,0.0,24226.0,19666.0
2021-05-05,Lakshadweep,3080,6,1868.0,0.0,2021-05-05,24766.0,2500.0,17.0,19872.0,4894.0,11096.0,8774.0,2.0,0.0,24766.0,19872.0
2021-05-06,Lakshadweep,3376,7,2240.0,296.0,2021-05-06,25040.0,1900.0,14.0,19986.0,5054.0,11167.0,8817.0,2.0,0.0,25040.0,19986.0
2021-05-07,Lakshadweep,3528,8,2374.0,152.0,2021-05-07,25396.0,2300.0,16.0,20131.0,5265.0,11251.0,8878.0,2.0,0.0,25396.0,20131.0
2021-05-08,Lakshadweep,3629,9,2493.0,101.0,2021-05-08,25693.0,12600.0,18.0,20240.0,5453.0,11315.0,8923.0,2.0,0.0,25693.0,20240.0
2021-05-09,Lakshadweep,3756,9,2708.0,127.0,2021-05-09,25943.0,6500.0,14.0,20307.0,5636.0,11364.0,8941.0,2.0,0.0,25943.0,20307.0
2021-05-10,Lakshadweep,3881,9,2856.0,125.0,2021-05-10,26489.0,2200.0,15.0,20513.0,5976.0,11462.0,9049.0,2.0,0.0,26489.0,20513.0
2021-05-11,Lakshadweep,3982,10,2980.0,101.0,2021-05-11,27372.0,2500.0,15.0,20885.0,6487.0,11673.0,9210.0,2.0,0.0,27372.0,20885.0
2021-05-12,Lakshadweep,3982,10,2980.0,0.0,2021-05-12,28102.0,2000.0,14.0,21348.0,6754.0,11939.0,9407.0,2.0,0.0,28102.0,21348.0
2021-05-13,Lakshadweep,4202,11,3171.0,220.0,2021-05-13,28229.0,1400.0,13.0,21428.0,6801.0,11983.0,9443.0,2.0,0.0,28229.0,21428.0
2021-05-14,Lakshadweep,4395,13,3290.0,193.0,2021-05-14,28241.0,2900.0,17.0,21440.0,6801.0,11989.0,9449.0,2.0,0.0,28241.0,21440.0
2021-05-15,Lakshadweep,4568,13,3392.0,173.0,2021-05-15,28258.0,1956.0,17.0,21452.0,6806.0,11997.0,9453.0,2.0,0.0,28258.0,21452.0
2021-05-16,Lakshadweep,4650,13,3487.0,82.0,2021-05-16,28282.0,1470.0,12.0,21472.0,6810.0,12012.0,9458.0,2.0,0.0,28282.0,21472.0
2021-05-17,Lakshadweep,4767,14,3633.0,117.0,2021-05-17,28390.0,1055.0,13.0,21562.0,6828.0,12083.0,9477.0,2.0,0.0,28390.0,21562.0
2021-05-18,Lakshadweep,4986,14,3764.0,219.0,2021-05-18,28703.0,1846.0,15.0,21866.0,6837.0,12251.0,9613.0,2.0,0.0,28703.0,21866.0
2021-05-19,Lakshadweep,5212,15,3915.0,226.0,2021-05-19,28943.0,1218.0,12.0,22086.0,6857.0,12374.0,9710.0,2.0,0.0,28943.0,22086.0
2021-05-20,Lakshadweep,5466,18,3974.0,254.0,2021-05-20,29039.0,1300.0,12.0,22167.0,6872.0,12417.0,9748.0,2.0,0.0,29039.0,22167.0
2021-05-21,Lakshadweep,5756,20,4072.0,290.0,2021-05-21,29532.0,4010.0,15.0,22620.0,6912.0,12726.0,9892.0,2.0,0.0,29532.0,22620.0
2021-05-22,Lakshadweep,6101,22,4251.0,345.0,2021-05-22,30027.0,5659.0,19.0,23106.0,6921.0,12984.0,10120.0,2.0,0.0,30027.0,23106.0
2021-05-23,Lakshadweep,6418,22,4394.0,317.0,2021-05-23,30955.0,3304.0,19.0,24029.0,6926.0,13472.0,10555.0,2.0,0.0,30955.0,24029.0
2021-05-24,Lakshadweep,6611,24,4537.0,193.0,2021-05-24,31277.0,2346.0,12.0,24344.0,6933.0,13653.0,10689.0,2.0,0.0,31277.0,24344.0
2021-05-25,Lakshadweep,6847,24,4661.0,236.0,2021-05-25,31319.0,1949.0,15.0,24384.0,6935.0,13674.0,10708.0,2.0,0.0,31319.0,24384.0
2021-05-26,Lakshadweep,7111,26,4765.0,264.0,2021-05-26,31381.0,3304.0,17.0,24446.0,6935.0,13715.0,10729.0,2.0,0.0,31381.0,24446.0
2021-05-27,Lakshadweep,7229,26,4956.0,118.0,2021-05-27,31425.0,3124.0,18.0,24487.0,6938.0,13732.0,10753.0,2.0,0.0,31425.0,24487.0
2021-05-28,Lakshadweep,7364,28,5136.0,135.0,2021-05-28,31668.0,8840.0,17.0,24727.0,6941.0,13880.0,10845.0,2.0,0.0,31668.0,24727.0
2021-05-29,Lakshadweep,7542,29,5404.0,178.0,2021-05-29,32136.0,25653.0,14.0,25192.0,6944.0,14160.0,11030.0,2.0,0.0,32136.0,25192.0
2021-05-30,Lakshadweep,7631,31,5622.0,89.0,2021-05-30,32818.0,24260.0,13.0,25870.0,6948.0,14521.0,11347.0,2.0,0.0,32818.0,25870.0
2021-05-31,Lakshadweep,7928,32,5890.0,297.0,2021-05-31,33636.0,23644.0,14.0,26687.0,6949.0,14936.0,11749.0,2.0,0.0,33636.0,26687.0
2021-06-01,Lakshadweep,8077,33,6242.0,149.0,2021-06-01,34439.0,18331.0,13.0,27489.0,6950.0,15314.0,12173.0,2.0,0.0,34439.0,27489.0
2021-06-02,Lakshadweep,8166,33,6566.0,89.0,2021-06-02,35167.0,11700.0,9.0,28215.0,6952.0,15675.0,12538.0,2.0,0.0,35167.0,28215.0
2021-06-03,Lakshadweep,8335,35,6833.0,169.0,2021-06-03,36206.0,10810.0,9.0,29251.0,6955.0,16191.0,13058.0,2.0,0.0,36206.0,29251.0
2021-06-04,Lakshadweep,8479,35,7089.0,144.0,2021-06-04,37342.0,11200.0,10.0,30378.0,6964.0,16769.0,13607.0,2.0,0.0,37342.0,30378.0
2021-06-05,Lakshadweep,8568,36,7324.0,89.0,2021-06-05,38294.0,11550.0,10.0,31322.0,6972.0,17335.0,13985.0,2.0,0.0,38294.0,31322.0
2021-06-06,Lakshadweep,8667,38,7469.0,99.0,2021-06-06,39071.0,13350.0,9.0,32096.0,6975.0,17712.0,14382.0,2.0,0.0,39071.0,32096.0
2021-06-07,Lakshadweep,8737,38,7694.0,70.0,2021-06-07,40301.0,14920.0,10.0,33318.0,6983.0,18344.0,14972.0,2.0,0.0,40301.0,33318.0
2021-06-08,Lakshadweep,8775,41,7889.0,38.0,2021-06-08,41455.0,12700.0,10.0,34466.0,6989.0,18921.0,15543.0,2.0,0.0,41455.0,34466.0
2021-06-09,Lakshadweep,8874,42,7942.0,99.0,2021-06-09,42665.0,11580.0,10.0,35632.0,7033.0,19497.0,16133.0,2.0,0.0,42665.0,35632.0
2021-06-10,Lakshadweep,9002,42,8173.0,128.0,2021-06-10,43565.0,12100.0,8.0,36523.0,7042.0,19916.0,16605.0,2.0,0.0,43565.0,36523.0
2021-06-11,Lakshadweep,9073,42,8310.0,71.0,2021-06-11,44754.0,11370.0,10.0,37701.0,7053.0,20530.0,17169.0,2.0,0.0,44754.0,37701.0
2021-06-12,Lakshadweep,9122,43,8414.0,49.0,2021-06-12,46083.0,10920.0,10.0,39006.0,7077.0,21174.0,17830.0,2.0,0.0,46083.0,39006.0
2021-06-13,Lakshadweep,9175,43,8517.0,53.0,2021-06-13,46809.0,10800.0,9.0,39722.0,7087.0,21527.0,18193.0,2.0,0.0,46809.0,39722.0
2021-06-14,Lakshadweep,9209,44,8589.0,34.0,2021-06-14,47816.0,10370.0,9.0,40722.0,7094.0,22065.0,18654.0,3.0,0.0,47816.0,40722.0
2021-06-15,Lakshadweep,9236,44,8672.0,27.0,2021-06-15,48599.0,10300.0,9.0,41486.0,7113.0,22473.0,19010.0,3.0,0.0,48599.0,41486.0
2021-06-16,Lakshadweep,9297,45,8768.0,61.0,2021-06-16,49904.0,9440.0,10.0,42783.0,7121.0,23098.0,19682.0,3.0,0.0,49904.0,42783.0
2021-06-17,Lakshadweep,9339,45,8847.0,42.0,2021-06-17,50334.0,7110.0,9.0,43210.0,7124.0,23312.0,19895.0,3.0,0.0,50334.0,43210.0
2021-06-18,Lakshadweep,9377,45,8933.0,38.0,2021-06-18,50773.0,7100.0,9.0,43642.0,7131.0,23547.0,20092.0,3.0,0.0,50773.0,43642.0
2021-06-19,Lakshadweep,9392,45,9000.0,15.0,2021-06-19,51284.0,5640.0,10.0,44126.0,7158.0,23777.0,20346.0,3.0,0.0,51284.0,44126.0
2021-06-20,Lakshadweep,9430,46,9039.0,38.0,2021-06-20,51507.0,6520.0,10.0,44347.0,7160.0,23878.0,20466.0,3.0,0.0,51507.0,44347.0
2021-06-21,Lakshadweep,9443,46,9078.0,13.0,2021-06-21,52001.0,13620.0,9.0,44826.0,7175.0,24101.0,20722.0,3.0,0.0,52001.0,44826.0
2021-06-22,Lakshadweep,9471,46,9106.0,28.0,2021-06-22,52459.0,11180.0,9.0,45234.0,7225.0,24308.0,20923.0,3.0,0.0,52459.0,45234.0
2021-06-23,Lakshadweep,9504,47,9142.0,33.0,2021-06-23,52829.0,7320.0,9.0,45566.0,7263.0,24474.0,21089.0,3.0,0.0,52829.0,45566.0
2021-06-24,Lakshadweep,9559,47,9172.0,55.0,2021-06-24,53150.0,7270.0,9.0,45834.0,7316.0,24608.0,21223.0,3.0,0.0,53150.0,45834.0
2021-06-25,Lakshadweep,9601,47,9232.0,42.0,2021-06-25,53433.0,6370.0,9.0,46057.0,7376.0,29400.0,24030.0,3.0,0.0,53433.0,
2021-06-26,Lakshadweep,9632,48,9271.0,31.0,2021-06-26,53736.0,7570.0,9.0,46253.0,7483.0,29547.0,24186.0,3.0,0.0,53736.0,
2021-06-27,Lakshadweep,9659,48,9313.0,27.0,2021-06-27,53855.0,6680.0,9.0,46340.0,7515.0,29627.0,24225.0,3.0,0.0,53855.0,
2021-06-28,Lakshadweep,9681,48,9337.0,22.0,2021-06-28,54138.0,5280.0,9.0,46494.0,7644.0,29786.0,24349.0,3.0,0.0,54138.0,
2021-06-29,Lakshadweep,9715,48,9372.0,34.0,2021-06-29,54662.0,6170.0,9.0,46750.0,7912.0,30102.0,24557.0,3.0,0.0,54662.0,
2021-06-30,Lakshadweep,9742,48,9388.0,27.0,2021-06-30,54700.0,6170.0,9.0,46779.0,7921.0,30124.0,24573.0,3.0,0.0,54700.0,
2021-04-01,Madhya Pradesh,295511,3986,274429.0,2332.0,2021-04-01,3632471.0,582967.0,3857.0,3115146.0,517325.0,1672487.0,1442310.0,349.0,318623.0,3313848.0,3115146.0
2021-04-02,Madhya Pradesh,298057,3998,276002.0,2546.0,2021-04-02,3871927.0,268960.0,1350.0,3346831.0,525096.0,1798113.0,1548342.0,376.0,328095.0,3543832.0,3346831.0
2021-04-03,Madhya Pradesh,300834,4014,277484.0,2777.0,2021-04-03,4043380.0,418415.0,2451.0,3510799.0,532581.0,1888110.0,1622294.0,395.0,346154.0,3697226.0,3510799.0
2021-04-04,Madhya Pradesh,303673,4029,279275.0,2839.0,2021-04-04,4214544.0,190991.0,778.0,3675945.0,538599.0,1977803.0,1697721.0,421.0,373561.0,3840983.0,3675945.0
2021-04-05,Madhya Pradesh,306851,4040,281476.0,3178.0,2021-04-05,4376033.0,416609.0,2360.0,3831368.0,544665.0,2061133.0,1769793.0,442.0,444884.0,3931149.0,3831368.0
2021-04-06,Madhya Pradesh,310249,4055,283540.0,3398.0,2021-04-06,4528210.0,414416.0,1999.0,3977455.0,550755.0,2139507.0,1837489.0,459.0,508381.0,4019829.0,3977455.0
2021-04-07,Madhya Pradesh,313971,4073,285743.0,3722.0,2021-04-07,4902462.0,590355.0,3590.0,4334898.0,567564.0,2329211.0,2005206.0,481.0,567777.0,4334685.0,4334898.0
2021-04-08,Madhya Pradesh,318014,4086,287869.0,4043.0,2021-04-08,5233168.0,479140.0,2771.0,4649680.0,583488.0,2491279.0,2157893.0,508.0,607953.0,4625215.0,4649680.0
2021-04-09,Madhya Pradesh,322338,4113,290165.0,4324.0,2021-04-09,5361979.0,423998.0,2072.0,4770269.0,591710.0,2553081.0,2216665.0,523.0,625339.0,4736640.0,4770269.0
2021-04-10,Madhya Pradesh,327220,4136,292598.0,4882.0,2021-04-10,5464925.0,279011.0,1670.0,4866494.0,598431.0,2605546.0,2260414.0,534.0,639725.0,4825200.0,4866494.0
2021-04-11,Madhya Pradesh,332206,4160,295339.0,4986.0,2021-04-11,5837149.0,725864.0,4548.0,5222120.0,615029.0,2792192.0,2429350.0,578.0,652277.0,5184872.0,5222120.0
2021-04-12,Madhya Pradesh,338145,4184,298645.0,5939.0,2021-04-12,6244525.0,710930.0,4869.0,5603174.0,641351.0,2992300.0,2610251.0,623.0,658902.0,5585623.0,5603174.0
2021-04-13,Madhya Pradesh,344634,4221,301762.0,6489.0,2021-04-13,6558169.0,813940.0,5055.0,5899933.0,658236.0,3150904.0,2748380.0,649.0,660324.0,5897845.0,5899933.0
2021-04-14,Madhya Pradesh,353632,4261,305832.0,8998.0,2021-04-14,6886916.0,841205.0,5366.0,6202259.0,684657.0,3307757.0,2893799.0,703.0,661830.0,6225086.0,6202259.0
2021-04-15,Madhya Pradesh,363352,4312,309489.0,9720.0,2021-04-15,7057160.0,476241.0,3266.0,6348519.0,708641.0,3386461.0,2961330.0,728.0,662727.0,6394433.0,6348519.0
2021-04-16,Madhya Pradesh,373518,4365,313459.0,10166.0,2021-04-16,7115632.0,628587.0,3868.0,6392872.0,722760.0,3410549.0,2981593.0,730.0,663804.0,6451828.0,6392872.0
2021-04-17,Madhya Pradesh,384563,4425,320955.0,11045.0,2021-04-17,7304172.0,584043.0,4150.0,6546917.0,757255.0,3493665.0,3052493.0,759.0,664846.0,6639326.0,6546917.0
2021-04-18,Madhya Pradesh,395832,4491,327452.0,11269.0,2021-04-18,7329797.0,431730.0,2790.0,6566352.0,763445.0,3504133.0,3061458.0,761.0,665122.0,6664675.0,6566352.0
2021-04-19,Madhya Pradesh,408080,4557,334947.0,12248.0,2021-04-19,7506383.0,639278.0,4578.0,6700964.0,805419.0,3577751.0,3122429.0,784.0,685389.0,6820994.0,6700964.0
2021-04-20,Madhya Pradesh,420977,4636,341783.0,12897.0,2021-04-20,7542919.0,468862.0,3204.0,6725608.0,817311.0,3591813.0,3133011.0,784.0,692403.0,6850516.0,6725608.0
2021-04-21,Madhya Pradesh,433704,4713,350720.0,12727.0,2021-04-21,7566279.0,350020.0,2337.0,6737838.0,828441.0,3598373.0,3138678.0,787.0,694256.0,6872023.0,6737838.0
2021-04-22,Madhya Pradesh,446811,4788,359755.0,13107.0,2021-04-22,7736804.0,628720.0,4746.0,6850130.0,886674.0,3659443.0,3189880.0,807.0,703028.0,7033776.0,6850130.0
2021-04-23,Madhya Pradesh,459195,4863,369375.0,12384.0,2021-04-23,7774354.0,308207.0,2047.0,6871962.0,902392.0,3671408.0,3199738.0,816.0,705551.0,7068803.0,6871962.0
2021-04-24,Madhya Pradesh,472785,4937,380208.0,13590.0,2021-04-24,7895385.0,551060.0,4096.0,6942784.0,952601.0,3709657.0,3232300.0,827.0,713166.0,7182219.0,6942784.0
2021-04-25,Madhya Pradesh,485703,5041,391299.0,12918.0,2021-04-25,7908711.0,74730.0,425.0,6949787.0,958924.0,3713363.0,3235596.0,828.0,714407.0,7194304.0,6949787.0
2021-04-26,Madhya Pradesh,499304,5133,402623.0,13601.0,2021-04-26,7991537.0,465321.0,3387.0,6988355.0,1003182.0,3734180.0,3253341.0,834.0,721652.0,7269885.0,6988355.0
2021-04-27,Madhya Pradesh,511990,5221,414235.0,12686.0,2021-04-27,8010474.0,368543.0,2756.0,6996487.0,1013987.0,3738364.0,3257287.0,836.0,722336.0,7288138.0,6996487.0
2021-04-28,Madhya Pradesh,525407,5319,425812.0,13417.0,2021-04-28,8071696.0,404310.0,2769.0,7020074.0,1051622.0,3750770.0,3268464.0,840.0,725988.0,7345708.0,7020074.0
2021-04-29,Madhya Pradesh,538165,5424,439968.0,12758.0,2021-04-29,8077002.0,313977.0,2345.0,7022419.0,1054583.0,3751979.0,3269600.0,840.0,726478.0,7350524.0,7022419.0
2021-04-30,Madhya Pradesh,550927,5519,453331.0,12762.0,2021-04-30,8079538.0,220380.0,1440.0,7023042.0,1056496.0,3752265.0,3269937.0,840.0,726655.0,7352883.0,7023042.0
2021-05-01,Madhya Pradesh,563327,5616,466915.0,12400.0,2021-05-01,8147203.0,346535.0,2326.0,7043286.0,1103917.0,3762888.0,3279556.0,842.0,731864.0,7415339.0,7043286.0
2021-05-02,Madhya Pradesh,575706,5718,481477.0,12379.0,2021-05-02,8154964.0,80040.0,459.0,7046019.0,1108945.0,3764322.0,3280855.0,842.0,732269.0,7422695.0,7046019.0
2021-05-03,Madhya Pradesh,588368,5812,495367.0,12662.0,2021-05-03,8228404.0,404950.0,2534.0,7065585.0,1162819.0,3774656.0,3290084.0,845.0,743924.0,7484480.0,7065585.0
2021-05-04,Madhya Pradesh,600430,5905,508775.0,12062.0,2021-05-04,8249533.0,191300.0,1141.0,7071530.0,1178003.0,3777812.0,3292870.0,848.0,749077.0,7500456.0,7071530.0
2021-05-05,Madhya Pradesh,612666,6003,520024.0,12236.0,2021-05-05,8380264.0,588991.0,3913.0,7110730.0,1269534.0,3799418.0,3310460.0,852.0,776013.0,7604251.0,7110730.0
2021-05-06,Madhya Pradesh,624985,6074,529667.0,12319.0,2021-05-06,8490151.0,488160.0,3215.0,7146019.0,1344132.0,3819136.0,3326026.0,857.0,799068.0,7691083.0,7146019.0
2021-05-07,Madhya Pradesh,637406,6160,542632.0,12421.0,2021-05-07,8508272.0,127360.0,722.0,7151755.0,1356517.0,3822464.0,3328433.0,858.0,803046.0,7705226.0,7151755.0
2021-05-08,Madhya Pradesh,649114,6244,547447.0,11708.0,2021-05-08,8634077.0,412061.0,2680.0,7201637.0,1432440.0,3851055.0,3349719.0,863.0,842263.0,7791814.0,7201637.0
2021-05-09,Madhya Pradesh,660712,6334,551892.0,11598.0,2021-05-09,8636212.0,314190.0,2485.0,7202462.0,1433750.0,3851501.0,3350098.0,863.0,842561.0,7793651.0,7202462.0
2021-05-10,Madhya Pradesh,671763,6420,556430.0,11051.0,2021-05-10,8765843.0,694290.0,4737.0,7251862.0,1513981.0,3879511.0,3371484.0,867.0,881517.0,7884326.0,7251862.0
2021-05-11,Madhya Pradesh,681478,6501,563754.0,9715.0,2021-05-11,8785173.0,396390.0,3008.0,7256989.0,1528184.0,3882242.0,3373879.0,868.0,885709.0,7899464.0,7256989.0
2021-05-12,Madhya Pradesh,691232,6595,573271.0,9754.0,2021-05-12,8923121.0,600201.0,4306.0,7335386.0,1587735.0,3927624.0,3406877.0,885.0,931944.0,7991177.0,7335386.0
2021-05-13,Madhya Pradesh,700202,6679,583595.0,8970.0,2021-05-13,9034702.0,546371.0,3741.0,7402933.0,1631769.0,3967422.0,3434616.0,895.0,974088.0,8060614.0,7402933.0
2021-05-14,Madhya Pradesh,708621,6753,593752.0,8419.0,2021-05-14,9037120.0,88070.0,502.0,7403682.0,1633438.0,3967847.0,3434940.0,895.0,975038.0,8062082.0,7403682.0
2021-05-15,Madhya Pradesh,716708,6841,605423.0,8087.0,2021-05-15,9163547.0,601434.0,4209.0,7472841.0,1690706.0,4007674.0,3464264.0,903.0,1023820.0,8139727.0,7472841.0
2021-05-16,Madhya Pradesh,724279,6913,617396.0,7571.0,2021-05-16,9164574.0,65610.0,360.0,7473284.0,1691290.0,4007910.0,3464471.0,903.0,1024104.0,8140470.0,7473284.0
2021-05-17,Madhya Pradesh,731385,6992,629741.0,7106.0,2021-05-17,9258467.0,694626.0,4474.0,7547349.0,1711118.0,4050359.0,3496072.0,918.0,1050666.0,8207801.0,7547349.0
2021-05-18,Madhya Pradesh,737306,7069,641254.0,5921.0,2021-05-18,9264811.0,89262.0,420.0,7551243.0,1713568.0,4052484.0,3497841.0,918.0,1053396.0,8211415.0,7551243.0
2021-05-19,Madhya Pradesh,742718,7139,652612.0,5412.0,2021-05-19,9405542.0,413780.0,2526.0,7678925.0,1726617.0,4129034.0,3548938.0,953.0,1067827.0,8337715.0,7678925.0
2021-05-20,Madhya Pradesh,747783,7227,662949.0,5065.0,2021-05-20,9534535.0,703834.0,4736.0,7798981.0,1735554.0,4200360.0,3597641.0,980.0,1077427.0,8457108.0,7798981.0
2021-05-21,Madhya Pradesh,752735,7315,672695.0,4952.0,2021-05-21,9633945.0,353879.0,2041.0,7890673.0,1743272.0,4254818.0,3634858.0,997.0,1085378.0,8548567.0,7890673.0
2021-05-22,Madhya Pradesh,757119,7394,682100.0,4384.0,2021-05-22,9780866.0,694195.0,4480.0,8027748.0,1753118.0,4335790.0,3690920.0,1038.0,1095058.0,8685808.0,8027748.0
2021-05-23,Madhya Pradesh,760963,7483,691427.0,3844.0,2021-05-23,9951903.0,288268.0,1441.0,8197098.0,1754805.0,4437950.0,3758061.0,1087.0,1096552.0,8855351.0,8197098.0
2021-05-24,Madhya Pradesh,764338,7558,699014.0,3375.0,2021-05-24,10169757.0,692010.0,4015.0,8407255.0,1762502.0,4562142.0,3843964.0,1149.0,1104353.0,9065404.0,8407255.0
2021-05-25,Madhya Pradesh,767274,7618,706003.0,2936.0,2021-05-25,10176369.0,80166.0,419.0,8412889.0,1763480.0,4565340.0,3846398.0,1151.0,1105423.0,9070946.0,8412889.0
2021-05-26,Madhya Pradesh,769696,7686,713376.0,2422.0,2021-05-26,10178601.0,139388.0,970.0,8415023.0,1763578.0,4566608.0,3847264.0,1151.0,1105486.0,9073115.0,8415023.0
2021-05-27,Madhya Pradesh,771878,7758,720855.0,2182.0,2021-05-27,10408718.0,501493.0,2576.0,8636592.0,1772126.0,4698806.0,3936574.0,1212.0,1114104.0,9294614.0,8636592.0
2021-05-28,Madhya Pradesh,773855,7828,727700.0,1977.0,2021-05-28,10632295.0,441630.0,2210.0,8854635.0,1777660.0,4829726.0,4023629.0,1280.0,1119978.0,9512317.0,8854635.0
2021-05-29,Madhya Pradesh,775709,7891,733496.0,1854.0,2021-05-29,10882668.0,499165.0,2585.0,9098436.0,1784232.0,4977375.0,4119682.0,1379.0,1128087.0,9754581.0,9098436.0
2021-05-30,Madhya Pradesh,777349,7959,738491.0,1640.0,2021-05-30,10899947.0,51252.0,240.0,9115504.0,1784443.0,4988691.0,4125433.0,1380.0,1128808.0,9771139.0,9115504.0
2021-05-31,Madhya Pradesh,778825,8019,743550.0,1476.0,2021-05-31,11170319.0,518453.0,2584.0,9378050.0,1792269.0,5145393.0,4231195.0,1462.0,1147298.0,10023021.0,9378050.0
2021-06-01,Madhya Pradesh,780030,8067,748573.0,1205.0,2021-06-01,11188263.0,54887.0,240.0,9394692.0,1793571.0,5156495.0,4236734.0,1463.0,1149627.0,10038636.0,9394692.0
2021-06-02,Madhya Pradesh,781108,8112,752693.0,1078.0,2021-06-02,11481427.0,538296.0,2794.0,9680087.0,1801340.0,5329622.0,4348903.0,1562.0,1181438.0,10299989.0,9680087.0
2021-06-03,Madhya Pradesh,782099,8157,756806.0,991.0,2021-06-03,11853494.0,753961.0,3064.0,10041226.0,1812268.0,5550998.0,4488574.0,1654.0,1410736.0,10442758.0,10041226.0
2021-06-04,Madhya Pradesh,782945,8207,760552.0,846.0,2021-06-04,12217489.0,709874.0,2662.0,10399189.0,1818300.0,5770793.0,4626564.0,1832.0,1542992.0,10674497.0,10399189.0
2021-06-05,Madhya Pradesh,783743,8257,762597.0,798.0,2021-06-05,12629509.0,863343.0,3106.0,10796888.0,1832621.0,6012607.0,4782344.0,1937.0,1721232.0,10908277.0,10796888.0
2021-06-06,Madhya Pradesh,784461,8295,764822.0,718.0,2021-06-06,12759138.0,361260.0,1190.0,10923948.0,1835190.0,6091184.0,4830791.0,1973.0,1749629.0,11009509.0,10923948.0
2021-06-07,Madhya Pradesh,785196,8337,766756.0,735.0,2021-06-07,13151267.0,847074.0,3132.0,11299196.0,1852071.0,6311278.0,4985842.0,2076.0,1783202.0,11368065.0,11299196.0
2021-06-08,Madhya Pradesh,785767,8369,768538.0,571.0,2021-06-08,13217372.0,164192.0,472.0,11361743.0,1855629.0,6349177.0,5010475.0,2091.0,1791652.0,11425720.0,11361743.0
2021-06-09,Madhya Pradesh,786302,8405,769914.0,535.0,2021-06-09,13584232.0,746693.0,2766.0,11708227.0,1876005.0,6551282.0,5154765.0,2180.0,1833593.0,11750639.0,11708227.0
2021-06-10,Madhya Pradesh,786755,8441,771243.0,453.0,2021-06-10,13769115.0,470288.0,1702.0,11877371.0,1891744.0,6653448.0,5221707.0,2216.0,1877511.0,11891604.0,11877371.0
